"","...1","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
"14016",14016,26674,"Morera","14/11/2011 12:33","Alto (> 8 mts)",150,"Grande",-68.8319268543,-32.8930472366,3,"Parque O'Higgins",1531146.02653,0
"14017",14017,26678,"Morera","10/11/2011 09:50","Alto (> 8 mts)",130,"Grande",-68.8325617072,-32.8941799807,3,"Parque O'Higgins",1531146.02653,0
"14018",14018,26679,"Morera","10/11/2011 09:49","Alto (> 8 mts)",70,"Grande",-68.8324785386,-32.894189337,3,"Parque O'Higgins",1531146.02653,1
"14019",14019,26681,"Ligustro","10/11/2011 09:45","Muy bajo (1 - 2 mts)",12,"Chico",-68.8323581539,-32.8942107261,3,"Parque O'Higgins",1531146.02653,0
"14020",14020,26682,"Morera","10/11/2011 09:43","Alto (> 8 mts)",180,"Grande",-68.8323221915,-32.8941812828,3,"Parque O'Higgins",1531146.02653,0
"14021",14021,26683,"Morera","10/11/2011 09:40","Alto (> 8 mts)",90,"Grande",-68.8322636687,-32.8941046057,3,"Parque O'Higgins",1531146.02653,0
"14022",14022,26689,"Morera","10/11/2011 09:24","Medio (4 - 8 mts)",125,"Grande",-68.8319996334,-32.8937497263,3,"Parque O'Higgins",1531146.02653,1
"14023",14023,26690,"Morera","10/11/2011 09:22","Alto (> 8 mts)",175,"Grande",-68.8319667474,-32.8937026553,3,"Parque O'Higgins",1531146.02653,0
"14024",14024,26691,"Morera","10/11/2011 09:20","Alto (> 8 mts)",210,"Grande",-68.8319196836,-32.8936355035,3,"Parque O'Higgins",1531146.02653,0
"14025",14025,26693,"Morera","10/11/2011 09:16","Alto (> 8 mts)",140,"Grande",-68.8318674626,-32.8934265882,3,"Parque O'Higgins",1531146.02653,0
"14026",14026,26694,"Morera","10/11/2011 09:13","Alto (> 8 mts)",125,"Grande",-68.8319328502,-32.8932113524,3,"Parque O'Higgins",1531146.02653,0
"14027",14027,26699,"Olmo comun","09/11/2011 10:34","Alto (> 8 mts)",78,"Grande",-68.8322619662,-32.8929561036,3,"Parque O'Higgins",1531146.02653,0
"14028",14028,26700,"Fresno europeo","09/11/2011 10:32","Medio (4 - 8 mts)",88,"Grande",-68.8323239283,-32.8929359825,3,"Parque O'Higgins",1531146.02653,0
"14029",14029,26702,"Morera","09/11/2011 10:26","Alto (> 8 mts)",145,"Grande",-68.8325787349,-32.8929072642,3,"Parque O'Higgins",1531146.02653,1
"14030",14030,26704,"Caducifolio","09/11/2011 10:21","Medio (4 - 8 mts)",65,"Grande",-68.8327626016,-32.8929032786,3,"Parque O'Higgins",1531146.02653,1
"14031",14031,26705,"Morera","09/11/2011 10:20","Alto (> 8 mts)",158,"Grande",-68.8328736885,-32.8929820509,3,"Parque O'Higgins",1531146.02653,0
"14032",14032,26706,"Morera","09/11/2011 10:18","Alto (> 8 mts)",122,"Grande",-68.8328778204,-32.8930582493,3,"Parque O'Higgins",1531146.02653,0
"14033",14033,26707,"Morera","09/11/2011 10:17","Alto (> 8 mts)",140,"Grande",-68.8328806577,-32.8931409382,3,"Parque O'Higgins",1531146.02653,0
"14034",14034,26710,"Morera","09/11/2011 10:12","Alto (> 8 mts)",128,"Grande",-68.8328864495,-32.8933805315,3,"Parque O'Higgins",1531146.02653,0
"14035",14035,26711,"Morera","09/11/2011 10:10","Alto (> 8 mts)",65,"Grande",-68.832890192,-32.8934376424,3,"Parque O'Higgins",1531146.02653,1
"14036",14036,26714,"Morera","09/11/2011 10:04","Alto (> 8 mts)",195,"Grande",-68.8328947868,-32.8936339313,3,"Parque O'Higgins",1531146.02653,1
"14037",14037,26716,"Morera","10/11/2011 10:05","Alto (> 8 mts)",128,"Grande",-68.8329079844,-32.8940698064,3,"Parque O'Higgins",1531146.02653,1
"14038",14038,26719,"Paraiso","02/11/2011 08:24","Medio (4 - 8 mts)",90,"Grande",-68.8324585446,-32.8943070711,3,"Parque O'Higgins",1531146.02653,1
"14039",14039,26720,"Morera","02/11/2011 08:23","Medio (4 - 8 mts)",160,"Grande",-68.8324420276,-32.8943377966,3,"Parque O'Higgins",1531146.02653,0
"14040",14040,26721,"Morera","02/11/2011 08:23","Bajo (2 - 4 mts)",25,"Mediano",-68.8324664052,-32.8943895863,3,"Parque O'Higgins",1531146.02653,0
"14041",14041,26724,"Morera","02/11/2011 08:18","Medio (4 - 8 mts)",100,"Grande",-68.8327538949,-32.8947942892,3,"Parque O'Higgins",1531146.02653,0
"14042",14042,26725,"Ailanthus","02/11/2011 08:17","Muy bajo (1 - 2 mts)",8,"Chico",-68.8328113634,-32.8948683047,3,"Parque O'Higgins",1531146.02653,0
"14043",14043,26728,"Acer","02/11/2011 08:50","Medio (4 - 8 mts)",40,"Mediano",-68.8329497412,-32.8948273725,3,"Parque O'Higgins",1531146.02653,0
"14044",14044,26729,"Morera","02/11/2011 08:47","Medio (4 - 8 mts)",100,"Grande",-68.8329424118,-32.8946757119,3,"Parque O'Higgins",1531146.02653,0
"14045",14045,26733,"Morera","02/11/2011 08:37","Medio (4 - 8 mts)",80,"Grande",-68.8329138185,-32.8942242918,3,"Parque O'Higgins",1531146.02653,0
"14046",14046,26738,"Morera","11/01/2012 13:15","Medio (4 - 8 mts)",100,"Grande",-68.8332780414,-32.8952335417,3,"Parque O'Higgins",1531146.02653,0
"14047",14047,26741,"Morera","11/01/2012 13:04","Alto (> 8 mts)",135,"Grande",-68.8336306729,-32.8951695062,3,"Parque O'Higgins",1531146.02653,1
"14048",14048,26742,"Fresno europeo","11/01/2012 13:02","Alto (> 8 mts)",105,"Grande",-68.8337350874,-32.8951477376,3,"Parque O'Higgins",1531146.02653,0
"14049",14049,26743,"Morera","11/01/2012 13:00","Alto (> 8 mts)",155,"Grande",-68.8338281886,-32.8951294164,3,"Parque O'Higgins",1531146.02653,0
"14050",14050,26744,"Morera","11/01/2012 12:59","Alto (> 8 mts)",140,"Grande",-68.8338975386,-32.8951148317,3,"Parque O'Higgins",1531146.02653,0
"14051",14051,26745,"Morera","11/01/2012 12:55","Alto (> 8 mts)",185,"Grande",-68.8340933871,-32.8950825398,3,"Parque O'Higgins",1531146.02653,0
"14052",14052,26746,"Pltano","11/01/2012 12:50","Alto (> 8 mts)",230,"Grande",-68.8342839366,-32.8950409549,3,"Parque O'Higgins",1531146.02653,0
"14053",14053,26747,"Morera","11/01/2012 12:41","Alto (> 8 mts)",110,"Grande",-68.8344428102,-32.8950132129,3,"Parque O'Higgins",1531146.02653,1
"14054",14054,26748,"Morera","11/01/2012 12:39","Alto (> 8 mts)",110,"Grande",-68.8345107066,-32.8949979741,3,"Parque O'Higgins",1531146.02653,0
"14055",14055,26749,"Morera","11/01/2012 12:36","Alto (> 8 mts)",120,"Grande",-68.834585722,-32.894986272,3,"Parque O'Higgins",1531146.02653,1
"14056",14056,26750,"Morera","11/01/2012 12:30","Alto (> 8 mts)",130,"Grande",-68.8346684662,-32.8951348844,3,"Parque O'Higgins",1531146.02653,0
"14057",14057,26751,"Morera","11/01/2012 10:13","Alto (> 8 mts)",110,"Grande",-68.8346723604,-32.8952266096,3,"Parque O'Higgins",1531146.02653,0
"14058",14058,26752,"Pltano","11/01/2012 10:03","Alto (> 8 mts)",180,"Grande",-68.8346732627,-32.8952869086,3,"Parque O'Higgins",1531146.02653,1
"14059",14059,26755,"Fresno americano","11/01/2012 09:48","Alto (> 8 mts)",140,"Grande",-68.8347108214,-32.8956970643,3,"Parque O'Higgins",1531146.02653,0
"14060",14060,26757,"Fresno europeo","11/01/2012 09:41","Muy bajo (1 - 2 mts)",15,"Chico",-68.8346676006,-32.8959535453,2,"Barrio Civico",2366816.36021,0
"14061",14061,26759,"Morera","11/01/2012 09:33","Alto (> 8 mts)",150,"Grande",-68.8344579628,-32.8960013614,2,"Barrio Civico",2366816.36021,0
"14062",14062,26762,"Olmo bola","11/01/2012 09:25","Alto (> 8 mts)",120,"Grande",-68.8334319691,-32.895749549,3,"Parque O'Higgins",1531146.02653,0
"14063",14063,26763,"Prunas","11/01/2012 09:03","Medio (4 - 8 mts)",60,"Mediano",-68.833409556,-32.8957189563,3,"Parque O'Higgins",1531146.02653,0
"14064",14064,26765,"Morera","11/01/2012 08:57","Alto (> 8 mts)",168,"Grande",-68.8333370708,-32.8956147605,3,"Parque O'Higgins",1531146.02653,0
"14065",14065,26766,"Morera","11/01/2012 08:54","Alto (> 8 mts)",145,"Grande",-68.8332976337,-32.8955677641,3,"Parque O'Higgins",1531146.02653,1
"14066",14066,26767,"Morera","11/01/2012 08:48","Alto (> 8 mts)",160,"Grande",-68.8332668443,-32.8955150643,3,"Parque O'Higgins",1531146.02653,1
"14067",14067,26768,"Morera","11/01/2012 08:42","Alto (> 8 mts)",165,"Grande",-68.8332301025,-32.8954539357,3,"Parque O'Higgins",1531146.02653,0
"14068",14068,26769,"Morera","11/01/2012 08:39","Alto (> 8 mts)",165,"Grande",-68.8331727623,-32.8953857536,3,"Parque O'Higgins",1531146.02653,0
"14069",14069,26770,"Morera","11/01/2012 08:37","Alto (> 8 mts)",150,"Grande",-68.8331413361,-32.8953329917,3,"Parque O'Higgins",1531146.02653,1
"14070",14070,26771,"Ailanthus","01/11/2011 10:29","Bajo (2 - 4 mts)",36,"Mediano",-68.8330691294,-32.8951114293,3,"Parque O'Higgins",1531146.02653,0
"14071",14071,26772,"Morera","01/11/2011 10:28","Medio (4 - 8 mts)",120,"Grande",-68.8330632994,-32.895083965,3,"Parque O'Higgins",1531146.02653,1
"14072",14072,26773,"Morera","01/11/2011 10:26","Medio (4 - 8 mts)",100,"Grande",-68.8330560618,-32.8949539315,3,"Parque O'Higgins",1531146.02653,0
"14073",14073,26775,"Morera","01/11/2011 10:20","Medio (4 - 8 mts)",70,"Grande",-68.8330575334,-32.8947391508,3,"Parque O'Higgins",1531146.02653,0
"14074",14074,26776,"Morera","01/11/2011 10:15","Medio (4 - 8 mts)",40,"Mediano",-68.8330547803,-32.8946684546,3,"Parque O'Higgins",1531146.02653,0
"14075",14075,26778,"Morera","01/11/2011 10:13","Medio (4 - 8 mts)",120,"Grande",-68.8330567103,-32.8945517576,3,"Parque O'Higgins",1531146.02653,1
"14076",14076,26779,"Fresno americano","01/11/2011 10:12","Medio (4 - 8 mts)",40,"Mediano",-68.8330545429,-32.8944531305,3,"Parque O'Higgins",1531146.02653,0
"14077",14077,26780,"Morera","01/11/2011 10:09","Medio (4 - 8 mts)",90,"Grande",-68.8330471797,-32.8943331057,3,"Parque O'Higgins",1531146.02653,0
"14078",14078,26782,"Morera","01/11/2011 10:04","Alto (> 8 mts)",238,"Grande",-68.8332070687,-32.8941622683,3,"Parque O'Higgins",1531146.02653,0
"14079",14079,26787,"Morera","01/11/2011 09:58","Medio (4 - 8 mts)",126,"Grande",-68.8338016206,-32.8940527831,3,"Parque O'Higgins",1531146.02653,1
"14080",14080,26788,"Morera","01/11/2011 09:55","Medio (4 - 8 mts)",48,"Mediano",-68.834127593,-32.8939978521,3,"Parque O'Higgins",1531146.02653,0
"14081",14081,26792,"Morera","01/11/2011 09:31","Medio (4 - 8 mts)",45,"Mediano",-68.8345031894,-32.8939279241,3,"Parque O'Higgins",1531146.02653,0
"14082",14082,26794,"Morera","01/11/2011 09:27","Medio (4 - 8 mts)",50,"Mediano",-68.8345970765,-32.8940714208,3,"Parque O'Higgins",1531146.02653,0
"14083",14083,26795,"Acacia SP","01/11/2011 09:27","Medio (4 - 8 mts)",92,"Grande",-68.8345977781,-32.8941148958,3,"Parque O'Higgins",1531146.02653,0
"14084",14084,26798,"Pltano","01/11/2011 09:22","Alto (> 8 mts)",180,"Grande",-68.8346209153,-32.89452888,3,"Parque O'Higgins",1531146.02653,0
"14085",14085,26800,"Morera","01/11/2011 09:19","Medio (4 - 8 mts)",85,"Grande",-68.8346365144,-32.8948192451,3,"Parque O'Higgins",1531146.02653,1
"14086",14086,26801,"Fresno europeo","01/11/2011 09:01","Bajo (2 - 4 mts)",20,"Chico",-68.8345842487,-32.894877876,3,"Parque O'Higgins",1531146.02653,0
"14087",14087,26802,"Morera","01/11/2011 09:00","Medio (4 - 8 mts)",100,"Grande",-68.8344961334,-32.8949032772,3,"Parque O'Higgins",1531146.02653,1
"14088",14088,26806,"Morera","01/11/2011 08:50","Medio (4 - 8 mts)",100,"Grande",-68.8341305847,-32.8949733051,3,"Parque O'Higgins",1531146.02653,0
"14089",14089,26808,"Pltano","01/11/2011 08:48","Alto (> 8 mts)",150,"Grande",-68.8339643311,-32.8950039223,3,"Parque O'Higgins",1531146.02653,0
"14090",14090,26810,"Morera","01/11/2011 08:45","Medio (4 - 8 mts)",128,"Grande",-68.8337955181,-32.8950313799,3,"Parque O'Higgins",1531146.02653,0
"14091",14091,26813,"Morera","01/11/2011 08:42","Medio (4 - 8 mts)",136,"Grande",-68.8335072933,-32.8950852999,3,"Parque O'Higgins",1531146.02653,0
"14092",14092,26814,"Morera","01/11/2011 08:39","Medio (4 - 8 mts)",120,"Grande",-68.8333273256,-32.8951221882,3,"Parque O'Higgins",1531146.02653,1
"14093",14093,26815,"Morera","01/11/2011 08:38","Medio (4 - 8 mts)",136,"Grande",-68.8332178188,-32.8951385747,3,"Parque O'Higgins",1531146.02653,0
"14094",14094,26817,"Pltano","09/11/2011 12:22","Alto (> 8 mts)",150,"Grande",-68.8344469218,-32.8938347438,3,"Parque O'Higgins",1531146.02653,0
"14095",14095,26818,"Fresno europeo","09/11/2011 12:18","Alto (> 8 mts)",90,"Grande",-68.8341893951,-32.8938887853,3,"Parque O'Higgins",1531146.02653,0
"14096",14096,26823,"Prunas","09/11/2011 12:07","Alto (> 8 mts)",75,"Grande",-68.8336765002,-32.8939708965,3,"Parque O'Higgins",1531146.02653,0
"14097",14097,26824,"Morera","09/11/2011 12:06","Alto (> 8 mts)",180,"Grande",-68.8335976103,-32.8939859616,3,"Parque O'Higgins",1531146.02653,0
"14098",14098,26826,"Fresno europeo","09/11/2011 12:01","Alto (> 8 mts)",100,"Grande",-68.8333287549,-32.894036458,3,"Parque O'Higgins",1531146.02653,0
"14099",14099,26827,"Morera","09/11/2011 12:00","Alto (> 8 mts)",115,"Grande",-68.8332513505,-32.89404979,3,"Parque O'Higgins",1531146.02653,1
"14100",14100,26828,"Morera","09/11/2011 11:59","Alto (> 8 mts)",125,"Grande",-68.8331782154,-32.8940661934,3,"Parque O'Higgins",1531146.02653,0
"14101",14101,26831,"Morera","09/11/2011 11:47","Alto (> 8 mts)",195,"Grande",-68.8330568695,-32.8937807961,3,"Parque O'Higgins",1531146.02653,1
"14102",14102,26832,"Morera","09/11/2011 11:45","Alto (> 8 mts)",185,"Grande",-68.8330492053,-32.8937090482,3,"Parque O'Higgins",1531146.02653,0
"14103",14103,26833,"Morera","09/11/2011 11:44","Alto (> 8 mts)",200,"Grande",-68.8330440109,-32.8936293318,3,"Parque O'Higgins",1531146.02653,0
"14104",14104,26836,"Paraiso","09/11/2011 11:38","Alto (> 8 mts)",195,"Grande",-68.8330390242,-32.8933819914,3,"Parque O'Higgins",1531146.02653,0
"14105",14105,26839,"Morera","09/11/2011 11:34","Alto (> 8 mts)",138,"Grande",-68.8330240528,-32.8931587127,3,"Parque O'Higgins",1531146.02653,1
"14106",14106,26840,"Morera","09/11/2011 11:33","Alto (> 8 mts)",185,"Grande",-68.8330220013,-32.8931031595,3,"Parque O'Higgins",1531146.02653,0
"14107",14107,26842,"Morera","09/11/2011 11:30","Alto (> 8 mts)",168,"Grande",-68.8330211805,-32.892971516,3,"Parque O'Higgins",1531146.02653,0
"14108",14108,26844,"Fresno europeo","07/11/2011 09:39","Medio (4 - 8 mts)",45,"Mediano",-68.8331689834,-32.892877841,3,"Parque O'Higgins",1531146.02653,0
"14109",14109,26845,"Morera","07/11/2011 09:36","Alto (> 8 mts)",138,"Grande",-68.8333133191,-32.8928724691,3,"Parque O'Higgins",1531146.02653,0
"14110",14110,26846,"Morera","07/11/2011 09:32","Alto (> 8 mts)",180,"Grande",-68.8335009812,-32.8928632523,3,"Parque O'Higgins",1531146.02653,1
"14111",14111,26847,"Morera","07/11/2011 09:30","Alto (> 8 mts)",175,"Grande",-68.8336838427,-32.8928543552,3,"Parque O'Higgins",1531146.02653,1
"14112",14112,26849,"Fresno europeo","07/11/2011 09:25","Medio (4 - 8 mts)",78,"Grande",-68.8339320978,-32.8928344602,3,"Parque O'Higgins",1531146.02653,0
"14113",14113,26850,"Morera","07/11/2011 09:23","Alto (> 8 mts)",115,"Grande",-68.8340325901,-32.8928322474,3,"Parque O'Higgins",1531146.02653,0
"14114",14114,26852,"Morera","07/11/2011 09:18","Alto (> 8 mts)",65,"Grande",-68.8341722986,-32.892828293,3,"Parque O'Higgins",1531146.02653,0
"14115",14115,26853,"Morera","07/11/2011 09:16","Alto (> 8 mts)",78,"Grande",-68.8342390531,-32.8928250354,3,"Parque O'Higgins",1531146.02653,0
"14116",14116,26856,"Morera","07/11/2011 09:11","Bajo (2 - 4 mts)",12,"Chico",-68.8345162952,-32.8929682178,3,"Parque O'Higgins",1531146.02653,0
"14117",14117,26857,"Pltano","07/11/2011 09:10","Alto (> 8 mts)",200,"Grande",-68.8345258992,-32.8930946791,3,"Parque O'Higgins",1531146.02653,1
"14118",14118,26864,"Pltano","07/11/2011 08:53","Alto (> 8 mts)",130,"Grande",-68.8345661717,-32.8937931181,3,"Parque O'Higgins",1531146.02653,1
"14119",14119,26867,"Fresno europeo","31/10/2011 15:03","Muy bajo (1 - 2 mts)",6,"Chico",-68.837097882,-32.8859675962,3,"Parque O'Higgins",1531146.02653,0
"14120",14120,26868,"Fresno americano","31/10/2011 14:53","Medio (4 - 8 mts)",140,"Grande",-68.8373049986,-32.8859640787,3,"Parque O'Higgins",1531146.02653,0
"14121",14121,26869,"Fresno americano","31/10/2011 14:51","Medio (4 - 8 mts)",180,"Grande",-68.8373968098,-32.8859577059,3,"Parque O'Higgins",1531146.02653,0
"14122",14122,26870,"Fresno americano","31/10/2011 14:48","Medio (4 - 8 mts)",170,"Grande",-68.8374916038,-32.8859565667,3,"Parque O'Higgins",1531146.02653,0
"14123",14123,26871,"Fresno americano","31/10/2011 14:46","Medio (4 - 8 mts)",160,"Grande",-68.8376418692,-32.8859516223,3,"Parque O'Higgins",1531146.02653,0
"14124",14124,26872,"Fresno europeo","31/10/2011 14:42","Bajo (2 - 4 mts)",86,"Grande",-68.837918464,-32.8859403492,3,"Parque O'Higgins",1531146.02653,0
"14125",14125,26874,"Pltano","28/10/2011 18:23","Alto (> 8 mts)",180,"Grande",-68.8381094036,-32.8860222105,3,"Parque O'Higgins",1531146.02653,0
"14126",14126,26875,"Pltano","28/10/2011 18:21","Alto (> 8 mts)",170,"Grande",-68.8381212821,-32.8860673898,3,"Parque O'Higgins",1531146.02653,0
"14127",14127,26880,"Pltano","28/10/2011 17:47","Alto (> 8 mts)",200,"Grande",-68.8382970967,-32.8867814335,3,"Parque O'Higgins",1531146.02653,0
"14128",14128,26884,"Pltano","28/10/2011 17:39","Alto (> 8 mts)",200,"Grande",-68.8383848271,-32.8871225298,3,"Parque O'Higgins",1531146.02653,0
"14129",14129,26885,"Pltano","28/10/2011 17:35","Alto (> 8 mts)",180,"Grande",-68.8384117562,-32.8872172675,3,"Parque O'Higgins",1531146.02653,0
"14130",14130,26886,"Morera","28/10/2011 17:32","Medio (4 - 8 mts)",100,"Grande",-68.8384386946,-32.8872962653,3,"Parque O'Higgins",1531146.02653,0
"14131",14131,26887,"Fresno europeo","28/10/2011 17:29","Alto (> 8 mts)",150,"Grande",-68.8383725534,-32.8873796251,3,"Parque O'Higgins",1531146.02653,0
"14132",14132,26888,"Fresno europeo","28/10/2011 17:27","Muy bajo (1 - 2 mts)",4,"Chico",-68.8383143732,-32.8873822081,3,"Parque O'Higgins",1531146.02653,0
"14133",14133,26891,"Fresno europeo","28/10/2011 17:22","Medio (4 - 8 mts)",120,"Grande",-68.8380094333,-32.8873951666,3,"Parque O'Higgins",1531146.02653,0
"14134",14134,26892,"Fresno europeo","28/10/2011 17:19","Medio (4 - 8 mts)",120,"Grande",-68.837764144,-32.8874080134,3,"Parque O'Higgins",1531146.02653,0
"14135",14135,26893,"Fresno europeo","28/10/2011 17:14","Alto (> 8 mts)",130,"Grande",-68.8375691305,-32.8874155013,3,"Parque O'Higgins",1531146.02653,0
"14136",14136,26897,"Fresno europeo","28/10/2011 17:04","Medio (4 - 8 mts)",164,"Grande",-68.8371062269,-32.8874228476,3,"Parque O'Higgins",1531146.02653,0
"14137",14137,26899,"Fresno europeo","28/10/2011 16:56","Muy bajo (1 - 2 mts)",4,"Chico",-68.836927006,-32.8874230649,3,"Parque O'Higgins",1531146.02653,0
"14138",14138,26905,"Morera","28/10/2011 16:42","Medio (4 - 8 mts)",86,"Grande",-68.836880403,-32.886909349,3,"Parque O'Higgins",1531146.02653,0
"14139",14139,26906,"Fresno americano","28/10/2011 16:40","Medio (4 - 8 mts)",150,"Grande",-68.8368774864,-32.886744387,3,"Parque O'Higgins",1531146.02653,0
"14140",14140,26907,"Fresno europeo","28/10/2011 16:33","Alto (> 8 mts)",180,"Grande",-68.8368705918,-32.886599386,3,"Parque O'Higgins",1531146.02653,0
"14141",14141,26909,"Fresno europeo","28/10/2011 16:13","Bajo (2 - 4 mts)",64,"Grande",-68.8368642659,-32.8864357206,3,"Parque O'Higgins",1531146.02653,0
"14142",14142,26912,"Fresno americano","02/11/2011 08:29","Medio (4 - 8 mts)",122,"Grande",-68.8365883125,-32.8859889138,3,"Parque O'Higgins",1531146.02653,0
"14143",14143,26914,"Fresno americano","02/11/2011 08:25","Medio (4 - 8 mts)",140,"Grande",-68.8364473185,-32.8859922776,3,"Parque O'Higgins",1531146.02653,0
"14144",14144,26915,"Fresno europeo","02/11/2011 08:23","Bajo (2 - 4 mts)",20,"Chico",-68.8363506116,-32.8859945731,3,"Parque O'Higgins",1531146.02653,0
"14145",14145,26916,"Fresno americano","02/11/2011 08:22","Medio (4 - 8 mts)",100,"Grande",-68.8362781503,-32.8859971833,3,"Parque O'Higgins",1531146.02653,0
"14146",14146,26918,"Fresno europeo","02/11/2011 08:14","Muy bajo (1 - 2 mts)",4,"Chico",-68.8359813618,-32.8860059015,3,"Parque O'Higgins",1531146.02653,0
"14147",14147,26920,"Fresno europeo","01/11/2011 18:15","Bajo (2 - 4 mts)",6,"Chico",-68.8358385532,-32.8860162288,3,"Parque O'Higgins",1531146.02653,0
"14148",14148,26922,"Fresno europeo","01/11/2011 18:12","Medio (4 - 8 mts)",84,"Grande",-68.8356932635,-32.8860210956,3,"Parque O'Higgins",1531146.02653,0
"14149",14149,26923,"Pltano","01/11/2011 18:08","Alto (> 8 mts)",240,"Grande",-68.8355179173,-32.8860987983,3,"Parque O'Higgins",1531146.02653,0
"14150",14150,26924,"Pltano","01/11/2011 18:06","Alto (> 8 mts)",170,"Grande",-68.8355208133,-32.8861509199,3,"Parque O'Higgins",1531146.02653,0
"14151",14151,26926,"Pltano","01/11/2011 18:02","Alto (> 8 mts)",200,"Grande",-68.8355202856,-32.8863029192,3,"Parque O'Higgins",1531146.02653,0
"14152",14152,26927,"Pltano","01/11/2011 18:00","Alto (> 8 mts)",180,"Grande",-68.8355344968,-32.8866692304,3,"Parque O'Higgins",1531146.02653,1
"14153",14153,26929,"Pltano","01/11/2011 17:54","Alto (> 8 mts)",180,"Grande",-68.8355384606,-32.8869353267,3,"Parque O'Higgins",1531146.02653,0
"14154",14154,26930,"Pltano","01/11/2011 17:50","Bajo (2 - 4 mts)",180,"Grande",-68.8355459081,-32.8870112589,3,"Parque O'Higgins",1531146.02653,0
"14155",14155,26934,"Pltano","01/11/2011 17:37","Medio (4 - 8 mts)",260,"Grande",-68.835552054,-32.8873468749,3,"Parque O'Higgins",1531146.02653,1
"14156",14156,26936,"Fresno europeo","01/11/2011 17:31","Bajo (2 - 4 mts)",10,"Chico",-68.8355580482,-32.8874603688,3,"Parque O'Higgins",1531146.02653,0
"14157",14157,26940,"Fresno europeo","01/11/2011 17:19","Alto (> 8 mts)",200,"Grande",-68.8359621014,-32.8874690516,3,"Parque O'Higgins",1531146.02653,0
"14158",14158,26941,"Fresno europeo","01/11/2011 17:17","Alto (> 8 mts)",122,"Grande",-68.83604322,-32.8874666333,3,"Parque O'Higgins",1531146.02653,1
"14159",14159,26942,"Fresno europeo","01/11/2011 17:15","Alto (> 8 mts)",130,"Grande",-68.8361311766,-32.8874651255,3,"Parque O'Higgins",1531146.02653,0
"14160",14160,26943,"Fresno europeo","01/11/2011 17:13","Alto (> 8 mts)",120,"Grande",-68.836206633,-32.8874617077,3,"Parque O'Higgins",1531146.02653,0
"14161",14161,26944,"Fresno europeo","01/11/2011 17:10","Medio (4 - 8 mts)",140,"Grande",-68.8362821731,-32.887457483,3,"Parque O'Higgins",1531146.02653,0
"14162",14162,26946,"Fresno europeo","01/11/2011 16:59","Medio (4 - 8 mts)",90,"Grande",-68.8364386638,-32.887452724,3,"Parque O'Higgins",1531146.02653,0
"14163",14163,26947,"Fresno europeo","01/11/2011 16:57","Alto (> 8 mts)",100,"Grande",-68.8365303689,-32.8874468026,3,"Parque O'Higgins",1531146.02653,0
"14164",14164,26948,"Fresno europeo","01/11/2011 16:54","Alto (> 8 mts)",140,"Grande",-68.8366243052,-32.8874480073,3,"Parque O'Higgins",1531146.02653,0
"14165",14165,26951,"Fresno europeo","01/11/2011 16:44","Medio (4 - 8 mts)",100,"Grande",-68.8367881829,-32.8873282575,3,"Parque O'Higgins",1531146.02653,0
"14166",14166,26952,"Fresno europeo","01/11/2011 16:43","Alto (> 8 mts)",130,"Grande",-68.8367850917,-32.8872655859,3,"Parque O'Higgins",1531146.02653,1
"14167",14167,26954,"Morera","01/11/2011 16:37","Medio (4 - 8 mts)",190,"Grande",-68.8367746027,-32.8871354969,3,"Parque O'Higgins",1531146.02653,1
"14168",14168,26955,"Morera","01/11/2011 16:34","Medio (4 - 8 mts)",170,"Grande",-68.8367736508,-32.887071746,3,"Parque O'Higgins",1531146.02653,0
"14169",14169,26959,"Fresno europeo","01/11/2011 16:26","Alto (> 8 mts)",130,"Grande",-68.8367404793,-32.886628431,3,"Parque O'Higgins",1531146.02653,0
"14170",14170,26962,"Fresno europeo","01/11/2011 16:18","Bajo (2 - 4 mts)",100,"Grande",-68.8367206983,-32.886342659,3,"Parque O'Higgins",1531146.02653,0
"14171",14171,26963,"Fresno europeo","01/11/2011 16:16","Medio (4 - 8 mts)",170,"Grande",-68.8367208338,-32.8862688106,3,"Parque O'Higgins",1531146.02653,0
"14172",14172,26965,"Fresno europeo","03/11/2011 18:09","Bajo (2 - 4 mts)",30,"Mediano",-68.8353250364,-32.886035197,3,"Parque O'Higgins",1531146.02653,0
"14173",14173,26966,"Fresno europeo","03/11/2011 18:06","Muy bajo (1 - 2 mts)",4,"Chico",-68.8351725415,-32.8860395542,3,"Parque O'Higgins",1531146.02653,0
"14174",14174,26967,"Fresno americano","03/11/2011 18:04","Bajo (2 - 4 mts)",160,"Grande",-68.8350875768,-32.8860420571,3,"Parque O'Higgins",1531146.02653,0
"14175",14175,26968,"Fresno europeo","03/11/2011 18:01","Muy bajo (1 - 2 mts)",4,"Chico",-68.8350122121,-32.8860439405,3,"Parque O'Higgins",1531146.02653,0
"14176",14176,26970,"Fresno americano","03/11/2011 17:53","Medio (4 - 8 mts)",170,"Grande",-68.8346924009,-32.8860560274,3,"Parque O'Higgins",1531146.02653,0
"14177",14177,26971,"Fresno americano","03/11/2011 17:45","Medio (4 - 8 mts)",170,"Grande",-68.8345822611,-32.8860614479,3,"Parque O'Higgins",1531146.02653,0
