"id","especie","altura","circ_tronco_cm","diametro_tronco","seccion","nombre_seccion","inclinacion_peligrosa"
24641,"Morera","Alto (> 8 mts)",120,"Grande",2,"Barrio Civico",0
2708,"Fresno americano","Alto (> 8 mts)",168,"Grande",3,"Parque O'Higgins",0
14400,"Jacarand","Bajo (2 - 4 mts)",26,"Mediano",8,"Aeroparque",0
38426,"Paraiso sombrilla","Alto (> 8 mts)",180,"Grande",6,"Residencial Norte",0
9936,"Prunas","Muy bajo (1 - 2 mts)",20,"Chico",6,"Residencial Norte",0
25681,"Pltano","Alto (> 8 mts)",180,"Grande",2,"Barrio Civico",0
23938,"Morera","Alto (> 8 mts)",150,"Grande",5,"Residencial Sur",0
47961,"Olmo comun","Medio (4 - 8 mts)",145,"Grande",4,"Cuarta Este 햨rea Fundacional",0
6046,"Pltano","Alto (> 8 mts)",155,"Grande",1,"Parque Central",0
28179,"Tipa","Alto (> 8 mts)",152,"Grande",2,"Barrio Civico",0
11068,"Fresno europeo","Muy bajo (1 - 2 mts)",2,"Chico",6,"Residencial Norte",0
25279,"Morera","Alto (> 8 mts)",200,"Grande",2,"Barrio Civico",0
28275,"Pltano","Alto (> 8 mts)",182,"Grande",2,"Barrio Civico",0
20405,"Morera","Alto (> 8 mts)",105,"Grande",5,"Residencial Sur",0
39806,"Pltano","Alto (> 8 mts)",160,"Grande",1,"Parque Central",0
38732,"Fresno europeo","Medio (4 - 8 mts)",84,"Grande",6,"Residencial Norte",0
20599,"Acacia SP","Alto (> 8 mts)",120,"Grande",5,"Residencial Sur",0
17194,"Morera","Alto (> 8 mts)",110,"Grande",4,"Cuarta Oeste",0
47732,"Morera","Medio (4 - 8 mts)",180,"Grande",4,"Cuarta Este 햨rea Fundacional",0
1280,"Morera","Bajo (2 - 4 mts)",67,"Grande",8,"Aeroparque",0
6354,"Fresno europeo","Bajo (2 - 4 mts)",23,"Mediano",5,"Residencial Sur",0
13392,"Morera","Medio (4 - 8 mts)",50,"Mediano",4,"Cuarta Oeste",0
37114,"Morera","Medio (4 - 8 mts)",70,"Grande",7,"Residencial Parque",0
10132,"Morera","Bajo (2 - 4 mts)",28,"Mediano",6,"Residencial Norte",0
24222,"Morera","Alto (> 8 mts)",200,"Grande",2,"Barrio Civico",0
23941,"Morera","Alto (> 8 mts)",138,"Grande",2,"Barrio Civico",0
43302,"Pltano","Alto (> 8 mts)",120,"Grande",1,"Parque Central",0
23139,"Fresno europeo","Alto (> 8 mts)",170,"Grande",2,"Barrio Civico",0
23034,"Morera","Alto (> 8 mts)",56,"Mediano",5,"Residencial Sur",0
16996,"Caducifolio","Alto (> 8 mts)",75,"Grande",4,"Cuarta Oeste",0
27919,"Fresno europeo","Alto (> 8 mts)",128,"Grande",2,"Barrio Civico",0
46864,"Morera","Medio (4 - 8 mts)",45,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
44781,"Fresno europeo","Medio (4 - 8 mts)",60,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
43017,"Fresno europeo","Medio (4 - 8 mts)",112,"Grande",4,"Cuarta Este 햨rea Fundacional",0
45799,"Fresno europeo","Alto (> 8 mts)",280,"Grande",4,"Cuarta Este 햨rea Fundacional",0
31997,"Fresno americano","Alto (> 8 mts)",98,"Grande",5,"Residencial Sur",0
18070,"Fresno europeo","Alto (> 8 mts)",118,"Grande",4,"Cuarta Oeste",0
8771,"Morera","Medio (4 - 8 mts)",72,"Grande",6,"Residencial Norte",0
26896,"Fresno europeo","Alto (> 8 mts)",180,"Grande",3,"Parque O'Higgins",0
33005,"Morera","Alto (> 8 mts)",190,"Grande",5,"Residencial Sur",0
19390,"Pltano","Alto (> 8 mts)",260,"Grande",4,"Cuarta Oeste",0
11034,"Fresno europeo","Muy bajo (1 - 2 mts)",8,"Chico",7,"Residencial Parque",0
25922,"Paraiso","Alto (> 8 mts)",58,"Mediano",2,"Barrio Civico",0
33069,"Morera","Alto (> 8 mts)",160,"Grande",5,"Residencial Sur",0
42379,"Ailanthus","Alto (> 8 mts)",120,"Grande",4,"Cuarta Este 햨rea Fundacional",0
41948,"Morera","Medio (4 - 8 mts)",55,"Mediano",1,"Parque Central",0
1385,"Acer","Medio (4 - 8 mts)",75,"Grande",7,"Residencial Parque",0
45576,"Fresno europeo","Alto (> 8 mts)",144,"Grande",4,"Cuarta Este 햨rea Fundacional",0
9388,"Jacarand","Alto (> 8 mts)",110,"Grande",4,"Cuarta Oeste",0
21855,"Morera","Alto (> 8 mts)",102,"Grande",5,"Residencial Sur",0
28530,"Morera","Alto (> 8 mts)",180,"Grande",5,"Residencial Sur",0
41559,"Paraiso","Alto (> 8 mts)",160,"Grande",1,"Parque Central",0
17203,"Morera","Alto (> 8 mts)",145,"Grande",4,"Cuarta Oeste",0
26645,"Fresno europeo","Medio (4 - 8 mts)",136,"Grande",3,"Parque O'Higgins",0
43552,"Fresno europeo","Medio (4 - 8 mts)",180,"Grande",3,"Parque O'Higgins",0
16263,"Fresno americano","Bajo (2 - 4 mts)",30,"Mediano",4,"Cuarta Oeste",0
27867,"Paraiso","Medio (4 - 8 mts)",85,"Grande",3,"Parque O'Higgins",0
34218,"Morera","Medio (4 - 8 mts)",104,"Grande",6,"Residencial Norte",0
12310,"Paraiso","Alto (> 8 mts)",115,"Grande",6,"Residencial Norte",0
22648,"Fresno americano","Bajo (2 - 4 mts)",40,"Mediano",5,"Residencial Sur",0
17225,"Olmo comun","Medio (4 - 8 mts)",90,"Grande",4,"Cuarta Oeste",0
48102,"Prunas","Medio (4 - 8 mts)",50,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
11147,"Fresno americano","Bajo (2 - 4 mts)",20,"Chico",2,"Barrio Civico",0
47431,"Morera","Medio (4 - 8 mts)",110,"Grande",4,"Cuarta Este 햨rea Fundacional",0
2008,"Morera","Medio (4 - 8 mts)",118,"Grande",3,"Parque O'Higgins",0
47222,"Fresno europeo","Alto (> 8 mts)",155,"Grande",4,"Cuarta Este 햨rea Fundacional",0
27544,"Fresno europeo","Alto (> 8 mts)",140,"Grande",3,"Parque O'Higgins",0
42751,"Prunas","Bajo (2 - 4 mts)",36,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
43282,"Morera","Medio (4 - 8 mts)",124,"Grande",1,"Parque Central",0
27706,"Morera","Alto (> 8 mts)",145,"Grande",2,"Barrio Civico",0
5061,"Morera","Alto (> 8 mts)",105,"Grande",4,"Cuarta Oeste",0
36755,"Morera","Alto (> 8 mts)",134,"Grande",7,"Residencial Parque",0
31675,"Morera","Medio (4 - 8 mts)",54,"Mediano",5,"Residencial Sur",0
260,"Fresno europeo","Medio (4 - 8 mts)",130,"Grande",4,"Cuarta Este 햨rea Fundacional",0
28210,"Morera","Alto (> 8 mts)",198,"Grande",2,"Barrio Civico",0
22427,"Morera","Medio (4 - 8 mts)",62,"Grande",5,"Residencial Sur",0
12536,"Morera","Bajo (2 - 4 mts)",24,"Mediano",4,"Cuarta Oeste",0
15914,"Fresno americano","Bajo (2 - 4 mts)",18,"Chico",7,"Residencial Parque",0
19862,"Paraiso sombrilla","Medio (4 - 8 mts)",65,"Grande",4,"Cuarta Oeste",0
22717,"Morera","Alto (> 8 mts)",152,"Grande",2,"Barrio Civico",0
12107,"Morera","Bajo (2 - 4 mts)",30,"Mediano",6,"Residencial Norte",0
43955,"Olmo comun","Medio (4 - 8 mts)",80,"Grande",3,"Parque O'Higgins",0
30022,"Pltano","Alto (> 8 mts)",170,"Grande",3,"Parque O'Higgins",0
31095,"Acer","Medio (4 - 8 mts)",48,"Mediano",6,"Residencial Norte",0
26324,"Pltano","Alto (> 8 mts)",185,"Grande",3,"Parque O'Higgins",0
20976,"lamo criollo","Alto (> 8 mts)",195,"Grande",5,"Residencial Sur",0
26972,"Fresno europeo","Bajo (2 - 4 mts)",38,"Mediano",3,"Parque O'Higgins",0
3452,"Morera","Bajo (2 - 4 mts)",58,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
34158,"Morera","Alto (> 8 mts)",85,"Grande",6,"Residencial Norte",0
45790,"Fresno europeo","Alto (> 8 mts)",232,"Grande",4,"Cuarta Este 햨rea Fundacional",0
34591,"Morera","Medio (4 - 8 mts)",120,"Grande",6,"Residencial Norte",0
1840,"Paraiso","Bajo (2 - 4 mts)",66,"Grande",6,"Residencial Norte",0
31826,"Pltano","Alto (> 8 mts)",100,"Grande",5,"Residencial Sur",0
2354,"Prunas","Bajo (2 - 4 mts)",50,"Mediano",3,"Parque O'Higgins",0
38772,"Morera","Alto (> 8 mts)",200,"Grande",6,"Residencial Norte",0
22856,"Morera","Muy bajo (1 - 2 mts)",8,"Chico",5,"Residencial Sur",0
10518,"Morera","Muy bajo (1 - 2 mts)",5,"Chico",7,"Residencial Parque",0
7054,"Paraiso","Alto (> 8 mts)",124,"Grande",5,"Residencial Sur",0
46204,"Morera","Medio (4 - 8 mts)",150,"Grande",4,"Cuarta Este 햨rea Fundacional",0
14398,"Morera","Bajo (2 - 4 mts)",50,"Mediano",8,"Aeroparque",0
32478,"Morera","Alto (> 8 mts)",142,"Grande",5,"Residencial Sur",0
35929,"Pltano","Alto (> 8 mts)",170,"Grande",6,"Residencial Norte",0
22591,"Morera","Medio (4 - 8 mts)",81,"Grande",5,"Residencial Sur",0
36596,"Pltano","Bajo (2 - 4 mts)",100,"Grande",7,"Residencial Parque",0
7675,"Morera","Medio (4 - 8 mts)",60,"Mediano",5,"Residencial Sur",0
44875,"Morera","Medio (4 - 8 mts)",280,"Grande",4,"Cuarta Este 햨rea Fundacional",0
40746,"Morera","Alto (> 8 mts)",185,"Grande",1,"Parque Central",0
16056,"Morera","Medio (4 - 8 mts)",53,"Mediano",6,"Residencial Norte",0
26697,"Morera","Alto (> 8 mts)",180,"Grande",3,"Parque O'Higgins",0
13037,"Morera","Alto (> 8 mts)",170,"Grande",4,"Cuarta Oeste",0
39786,"Fresno europeo","Alto (> 8 mts)",183,"Grande",1,"Parque Central",0
8642,"Morera","Alto (> 8 mts)",95,"Grande",2,"Barrio Civico",0
20770,"Morera","Alto (> 8 mts)",102,"Grande",5,"Residencial Sur",0
20656,"Paraiso","Alto (> 8 mts)",150,"Grande",5,"Residencial Sur",0
6931,"Paraiso","Alto (> 8 mts)",210,"Grande",5,"Residencial Sur",0
41976,"Morera","Medio (4 - 8 mts)",50,"Mediano",1,"Parque Central",0
20753,"Paraiso","Alto (> 8 mts)",140,"Grande",5,"Residencial Sur",0
27357,"Fresno europeo","Alto (> 8 mts)",130,"Grande",3,"Parque O'Higgins",0
43076,"Fresno europeo","Muy bajo (1 - 2 mts)",8,"Chico",4,"Cuarta Este 햨rea Fundacional",0
23894,"Morera","Bajo (2 - 4 mts)",65,"Grande",2,"Barrio Civico",0
18650,"Morera","Alto (> 8 mts)",135,"Grande",1,"Parque Central",0
15189,"Paraiso","Bajo (2 - 4 mts)",30,"Mediano",6,"Residencial Norte",0
37286,"Morera","Alto (> 8 mts)",10,"Chico",6,"Residencial Norte",0
37455,"Braquiquito","Muy bajo (1 - 2 mts)",10,"Chico",6,"Residencial Norte",0
23883,"Paraiso","Alto (> 8 mts)",150,"Grande",2,"Barrio Civico",0
40797,"Pltano","Alto (> 8 mts)",140,"Grande",1,"Parque Central",0
40860,"Fresno americano","Alto (> 8 mts)",182,"Grande",1,"Parque Central",0
44045,"Morera","Alto (> 8 mts)",115,"Grande",3,"Parque O'Higgins",0
37581,"Caducifolio","Bajo (2 - 4 mts)",30,"Mediano",6,"Residencial Norte",0
37638,"Catalpa","Medio (4 - 8 mts)",60,"Mediano",6,"Residencial Norte",0
21722,"Fresno europeo","Alto (> 8 mts)",105,"Grande",5,"Residencial Sur",0
18837,"Palo borracho","Bajo (2 - 4 mts)",16,"Chico",4,"Cuarta Oeste",0
40137,"Perenne","Medio (4 - 8 mts)",240,"Grande",1,"Parque Central",0
14554,"Aguaribay","Bajo (2 - 4 mts)",18,"Chico",8,"Aeroparque",0
25938,"Morera","Alto (> 8 mts)",104,"Grande",2,"Barrio Civico",0
15788,"Morera","Bajo (2 - 4 mts)",80,"Grande",7,"Residencial Parque",0
19092,"Fresno europeo","Alto (> 8 mts)",130,"Grande",4,"Cuarta Oeste",0
47049,"Morera","Alto (> 8 mts)",144,"Grande",4,"Cuarta Este 햨rea Fundacional",0
822,"Aguaribay","Medio (4 - 8 mts)",110,"Grande",8,"Aeroparque",0
4654,"Morera","Alto (> 8 mts)",110,"Grande",4,"Cuarta Oeste",0
25544,"Morera","Medio (4 - 8 mts)",116,"Grande",2,"Barrio Civico",0
9171,"Paraiso","Alto (> 8 mts)",90,"Grande",6,"Residencial Norte",0
7114,"Liquidambar","Bajo (2 - 4 mts)",25,"Mediano",5,"Residencial Sur",0
8272,"Morera","Medio (4 - 8 mts)",36,"Mediano",2,"Barrio Civico",0
22506,"Morera","Alto (> 8 mts)",90,"Grande",5,"Residencial Sur",0
26885,"Pltano","Alto (> 8 mts)",180,"Grande",3,"Parque O'Higgins",0
20733,"Morera","Medio (4 - 8 mts)",68,"Grande",5,"Residencial Sur",0
6598,"Pltano","Alto (> 8 mts)",190,"Grande",5,"Residencial Sur",0
4638,"Morera","Alto (> 8 mts)",180,"Grande",4,"Cuarta Oeste",0
9012,"Acer","Medio (4 - 8 mts)",35,"Mediano",4,"Cuarta Oeste",0
13800,"Morera","Alto (> 8 mts)",140,"Grande",6,"Residencial Norte",0
39778,"Fresno europeo","Medio (4 - 8 mts)",44,"Mediano",1,"Parque Central",0
43268,"Morera","Medio (4 - 8 mts)",160,"Grande",1,"Parque Central",0
16888,"Paraiso","Alto (> 8 mts)",197,"Grande",4,"Cuarta Oeste",0
43372,"Morera","Medio (4 - 8 mts)",130,"Grande",3,"Parque O'Higgins",0
6628,"Fresno europeo","Muy bajo (1 - 2 mts)",8,"Chico",5,"Residencial Sur",0
35274,"Paraiso sombrilla","Bajo (2 - 4 mts)",80,"Grande",1,"Parque Central",0
8787,"Acer","Bajo (2 - 4 mts)",30,"Mediano",6,"Residencial Norte",0
3172,"Morera","Alto (> 8 mts)",120,"Grande",4,"Cuarta Este 햨rea Fundacional",0
31796,"Morera","Medio (4 - 8 mts)",90,"Grande",5,"Residencial Sur",0
41392,"Morera","Alto (> 8 mts)",168,"Grande",1,"Parque Central",0
34067,"Morera","Medio (4 - 8 mts)",100,"Grande",5,"Residencial Sur",0
38849,"Perenne","Muy bajo (1 - 2 mts)",30,"Mediano",6,"Residencial Norte",0
9489,"Morera","Medio (4 - 8 mts)",60,"Mediano",6,"Residencial Norte",0
46823,"Fresno europeo","Alto (> 8 mts)",50,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
3111,"Fresno europeo","Medio (4 - 8 mts)",25,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
32572,"Olmo comun","Alto (> 8 mts)",130,"Grande",5,"Residencial Sur",0
34375,"Fresno europeo","Bajo (2 - 4 mts)",18,"Chico",6,"Residencial Norte",0
8536,"Ailanthus","Muy bajo (1 - 2 mts)",6,"Chico",2,"Barrio Civico",0
11936,"Fresno europeo","Muy bajo (1 - 2 mts)",20,"Chico",6,"Residencial Norte",0
28242,"Morera","Alto (> 8 mts)",102,"Grande",2,"Barrio Civico",0
32273,"Fresno europeo","Medio (4 - 8 mts)",110,"Grande",5,"Residencial Sur",0
16080,"Morera","Alto (> 8 mts)",155,"Grande",6,"Residencial Norte",0
15675,"Acacia SP","Medio (4 - 8 mts)",48,"Mediano",7,"Residencial Parque",0
10747,"Morera","Bajo (2 - 4 mts)",34,"Mediano",6,"Residencial Norte",0
9441,"Morera","Medio (4 - 8 mts)",70,"Grande",6,"Residencial Norte",0
15767,"Jacarand","Alto (> 8 mts)",100,"Grande",7,"Residencial Parque",0
18031,"Morera","Alto (> 8 mts)",160,"Grande",4,"Cuarta Oeste",0
33051,"Fresno europeo","Alto (> 8 mts)",120,"Grande",5,"Residencial Sur",0
22329,"Morera","Alto (> 8 mts)",160,"Grande",5,"Residencial Sur",0
45867,"Morera","Alto (> 8 mts)",180,"Grande",4,"Cuarta Este 햨rea Fundacional",0
63,"Fresno europeo","Bajo (2 - 4 mts)",22,"Mediano",5,"Residencial Sur",0
9662,"Morera","Muy bajo (1 - 2 mts)",5,"Chico",6,"Residencial Norte",0
3765,"Fresno americano","Medio (4 - 8 mts)",25,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
1815,"Aguaribay","Alto (> 8 mts)",145,"Grande",7,"Residencial Parque",0
25685,"Pltano","Alto (> 8 mts)",290,"Grande",2,"Barrio Civico",0
24269,"Morera","Alto (> 8 mts)",138,"Grande",2,"Barrio Civico",0
20401,"Prunas","Medio (4 - 8 mts)",57,"Mediano",5,"Residencial Sur",0
13514,"Morera","Muy bajo (1 - 2 mts)",6,"Chico",6,"Residencial Norte",0
41157,"Morera","Alto (> 8 mts)",151,"Grande",1,"Parque Central",0
24324,"Fresno europeo","Alto (> 8 mts)",118,"Grande",2,"Barrio Civico",0
22849,"Acacia SP","Bajo (2 - 4 mts)",12,"Chico",5,"Residencial Sur",0
21442,"Fresno europeo","Alto (> 8 mts)",101,"Grande",5,"Residencial Sur",0
30991,"Fresno europeo","Medio (4 - 8 mts)",102,"Grande",6,"Residencial Norte",0
1562,"Fresno americano","Bajo (2 - 4 mts)",48,"Mediano",7,"Residencial Parque",0
37230,"Paraiso","Alto (> 8 mts)",130,"Grande",6,"Residencial Norte",0
19041,"Morera","Bajo (2 - 4 mts)",22,"Mediano",4,"Cuarta Oeste",0
45361,"Olmo comun","Medio (4 - 8 mts)",146,"Grande",4,"Cuarta Este 햨rea Fundacional",0
22657,"Morera","Alto (> 8 mts)",125,"Grande",5,"Residencial Sur",0
9716,"Morera","Alto (> 8 mts)",130,"Grande",6,"Residencial Norte",0
14298,"Morera","Alto (> 8 mts)",105,"Grande",8,"Aeroparque",0
858,"Aguaribay","Bajo (2 - 4 mts)",76,"Grande",8,"Aeroparque",0
29710,"Morera","Medio (4 - 8 mts)",46,"Mediano",2,"Barrio Civico",0
35069,"Morera","Alto (> 8 mts)",135,"Grande",6,"Residencial Norte",0
38641,"Morera","Alto (> 8 mts)",110,"Grande",6,"Residencial Norte",0
36966,"Fresno europeo","Alto (> 8 mts)",88,"Grande",7,"Residencial Parque",0
48392,"Fresno europeo","Bajo (2 - 4 mts)",39,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
892,"Paraiso","Alto (> 8 mts)",125,"Grande",6,"Residencial Norte",0
28628,"Morera","Alto (> 8 mts)",180,"Grande",2,"Barrio Civico",0
26657,"Conifera","Alto (> 8 mts)",90,"Grande",3,"Parque O'Higgins",0
7447,"Fresno europeo","Alto (> 8 mts)",99,"Grande",5,"Residencial Sur",0
46140,"Jacarand","Muy bajo (1 - 2 mts)",40,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
16296,"Morera","Alto (> 8 mts)",220,"Grande",4,"Cuarta Oeste",0
19061,"Morera","Alto (> 8 mts)",178,"Grande",4,"Cuarta Oeste",0
13055,"Paraiso","Alto (> 8 mts)",138,"Grande",4,"Cuarta Oeste",0
6461,"Morera","Medio (4 - 8 mts)",60,"Mediano",5,"Residencial Sur",0
45880,"Fresno europeo","Medio (4 - 8 mts)",150,"Grande",4,"Cuarta Este 햨rea Fundacional",0
45341,"Morera","Medio (4 - 8 mts)",240,"Grande",4,"Cuarta Este 햨rea Fundacional",0
10685,"Caducifolio","Bajo (2 - 4 mts)",60,"Mediano",6,"Residencial Norte",0
15581,"Acacia SP","Bajo (2 - 4 mts)",18,"Chico",7,"Residencial Parque",0
15715,"Paraiso","Medio (4 - 8 mts)",87,"Grande",7,"Residencial Parque",0
26559,"Pltano","Alto (> 8 mts)",170,"Grande",3,"Parque O'Higgins",0
34827,"Morera","Alto (> 8 mts)",120,"Grande",6,"Residencial Norte",0
2438,"Morera","Medio (4 - 8 mts)",65,"Grande",3,"Parque O'Higgins",0
46229,"Morera","Bajo (2 - 4 mts)",20,"Chico",4,"Cuarta Este 햨rea Fundacional",0
3339,"Pltano","Alto (> 8 mts)",180,"Grande",4,"Cuarta Este 햨rea Fundacional",0
27102,"Fresno europeo","Medio (4 - 8 mts)",35,"Mediano",3,"Parque O'Higgins",0
38161,"Paraiso","Medio (4 - 8 mts)",98,"Grande",6,"Residencial Norte",0
16224,"Fresno americano","Bajo (2 - 4 mts)",22,"Mediano",4,"Cuarta Oeste",0
25090,"Morera","Medio (4 - 8 mts)",68,"Grande",2,"Barrio Civico",0
35647,"Morera","Medio (4 - 8 mts)",110,"Grande",6,"Residencial Norte",0
15067,"Fresno europeo","Bajo (2 - 4 mts)",50,"Mediano",6,"Residencial Norte",0
7306,"Morera","Alto (> 8 mts)",48,"Mediano",5,"Residencial Sur",0
34265,"Fresno europeo","Bajo (2 - 4 mts)",20,"Chico",6,"Residencial Norte",0
16499,"Morera","Alto (> 8 mts)",140,"Grande",4,"Cuarta Oeste",0
26555,"Pltano","Medio (4 - 8 mts)",66,"Grande",3,"Parque O'Higgins",0
10314,"Paraiso","Muy bajo (1 - 2 mts)",10,"Chico",6,"Residencial Norte",0
5907,"Morera","Alto (> 8 mts)",195,"Grande",1,"Parque Central",0
3,"Fresno europeo","Bajo (2 - 4 mts)",52,"Mediano",5,"Residencial Sur",0
22923,"Pltano","Alto (> 8 mts)",164,"Grande",5,"Residencial Sur",0
47867,"Fresno americano","Medio (4 - 8 mts)",33,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
37091,"Pltano","Medio (4 - 8 mts)",106,"Grande",7,"Residencial Parque",0
46064,"Morera","Medio (4 - 8 mts)",230,"Grande",4,"Cuarta Este 햨rea Fundacional",0
5777,"Morera","Bajo (2 - 4 mts)",48,"Mediano",1,"Parque Central",0
3594,"Conifera","Bajo (2 - 4 mts)",33,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
46186,"Morera","Medio (4 - 8 mts)",100,"Grande",4,"Cuarta Este 햨rea Fundacional",0
36267,"Pltano","Alto (> 8 mts)",260,"Grande",6,"Residencial Norte",0
33720,"Morera","Alto (> 8 mts)",187,"Grande",5,"Residencial Sur",0
11563,"Paraiso","Medio (4 - 8 mts)",94,"Grande",6,"Residencial Norte",0
32009,"Morera","Muy bajo (1 - 2 mts)",2,"Chico",5,"Residencial Sur",0
43692,"Morera","Medio (4 - 8 mts)",30,"Mediano",3,"Parque O'Higgins",0
8593,"Ailanthus","Alto (> 8 mts)",50,"Mediano",2,"Barrio Civico",0
4838,"Conifera","Medio (4 - 8 mts)",30,"Mediano",4,"Cuarta Oeste",0
33630,"Morera","Alto (> 8 mts)",151,"Grande",5,"Residencial Sur",0
34483,"Morera","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",0
20873,"Paraiso","Alto (> 8 mts)",128,"Grande",5,"Residencial Sur",0
17363,"Morera","Alto (> 8 mts)",111,"Grande",4,"Cuarta Oeste",0
7621,"Morera","Medio (4 - 8 mts)",66,"Grande",5,"Residencial Sur",0
16566,"Morera","Medio (4 - 8 mts)",148,"Grande",4,"Cuarta Oeste",0
13727,"Fresno americano","Bajo (2 - 4 mts)",76,"Grande",6,"Residencial Norte",0
19330,"Morera","Alto (> 8 mts)",130,"Grande",4,"Cuarta Oeste",0
34551,"Morera","Alto (> 8 mts)",220,"Grande",6,"Residencial Norte",0
6066,"Pltano","Alto (> 8 mts)",180,"Grande",1,"Parque Central",0
4207,"Acer","Bajo (2 - 4 mts)",27,"Mediano",4,"Cuarta Oeste",0
20550,"Fresno europeo","Medio (4 - 8 mts)",65,"Grande",5,"Residencial Sur",0
9565,"Paraiso sombrilla","Bajo (2 - 4 mts)",90,"Grande",6,"Residencial Norte",0
1712,"Prunas","Bajo (2 - 4 mts)",9,"Chico",7,"Residencial Parque",0
25405,"Morera","Alto (> 8 mts)",165,"Grande",2,"Barrio Civico",0
22347,"Morera","Bajo (2 - 4 mts)",50,"Mediano",5,"Residencial Sur",0
3968,"Paraiso","Alto (> 8 mts)",290,"Grande",4,"Cuarta Este 햨rea Fundacional",0
17818,"Paraiso","Medio (4 - 8 mts)",105,"Grande",4,"Cuarta Oeste",0
16146,"Morera","Alto (> 8 mts)",132,"Grande",6,"Residencial Norte",0
833,"Aguaribay","Medio (4 - 8 mts)",95,"Grande",8,"Aeroparque",0
45684,"Fresno europeo","Alto (> 8 mts)",150,"Grande",4,"Cuarta Este 햨rea Fundacional",0
7096,"Morera","Bajo (2 - 4 mts)",38,"Mediano",5,"Residencial Sur",0
42790,"Perenne","Bajo (2 - 4 mts)",13,"Chico",4,"Cuarta Este 햨rea Fundacional",0
9213,"Paraiso","Medio (4 - 8 mts)",130,"Grande",6,"Residencial Norte",0
9648,"Fresno europeo","Bajo (2 - 4 mts)",26,"Mediano",6,"Residencial Norte",0
29187,"Fresno americano","Alto (> 8 mts)",142,"Grande",1,"Parque Central",0
38888,"Morera","Alto (> 8 mts)",10,"Chico",6,"Residencial Norte",0
21881,"Fresno europeo","Alto (> 8 mts)",69,"Grande",5,"Residencial Sur",0
28759,"Morera","Alto (> 8 mts)",230,"Grande",5,"Residencial Sur",0
38864,"Morera","Medio (4 - 8 mts)",40,"Mediano",6,"Residencial Norte",0
7382,"Fresno europeo","Medio (4 - 8 mts)",30,"Mediano",5,"Residencial Sur",0
46753,"Morera","Medio (4 - 8 mts)",196,"Grande",4,"Cuarta Oeste",0
17544,"Morera","Alto (> 8 mts)",180,"Grande",4,"Cuarta Oeste",0
11932,"Conifera","Alto (> 8 mts)",66,"Grande",6,"Residencial Norte",0
6343,"Pltano","Alto (> 8 mts)",115,"Grande",5,"Residencial Sur",0
11441,"Prunas","Bajo (2 - 4 mts)",78,"Grande",2,"Barrio Civico",0
426,"Paraiso sombrilla","Medio (4 - 8 mts)",200,"Grande",4,"Cuarta Este 햨rea Fundacional",0
11886,"Paraiso","Alto (> 8 mts)",80,"Grande",6,"Residencial Norte",0
13876,"Paraiso","Bajo (2 - 4 mts)",36,"Mediano",8,"Aeroparque",0
31283,"Morera","Muy bajo (1 - 2 mts)",22,"Mediano",6,"Residencial Norte",0
46577,"Morera","Alto (> 8 mts)",150,"Grande",4,"Cuarta Oeste",0
9972,"Paraiso","Medio (4 - 8 mts)",80,"Grande",6,"Residencial Norte",0
26739,"Fresno europeo","Alto (> 8 mts)",170,"Grande",3,"Parque O'Higgins",0
36310,"Morera","Alto (> 8 mts)",170,"Grande",6,"Residencial Norte",0
40452,"Pltano","Medio (4 - 8 mts)",33,"Mediano",1,"Parque Central",0
36811,"Pltano","Alto (> 8 mts)",94,"Grande",7,"Residencial Parque",0
34589,"Fresno europeo","Medio (4 - 8 mts)",50,"Mediano",6,"Residencial Norte",0
22705,"Pltano","Alto (> 8 mts)",158,"Grande",5,"Residencial Sur",0
32271,"Ailanthus","Alto (> 8 mts)",115,"Grande",5,"Residencial Sur",0
32767,"Morera","Medio (4 - 8 mts)",170,"Grande",5,"Residencial Sur",0
3812,"Morera","Muy bajo (1 - 2 mts)",2,"Chico",4,"Cuarta Este 햨rea Fundacional",0
31282,"Morera","Medio (4 - 8 mts)",120,"Grande",6,"Residencial Norte",0
42721,"Fresno europeo","Medio (4 - 8 mts)",80,"Grande",4,"Cuarta Este 햨rea Fundacional",0
46962,"lamo blanco","Alto (> 8 mts)",130,"Grande",4,"Cuarta Este 햨rea Fundacional",0
19313,"Morera","Alto (> 8 mts)",210,"Grande",4,"Cuarta Oeste",0
38357,"Paraiso sombrilla","Alto (> 8 mts)",95,"Grande",6,"Residencial Norte",0
34322,"Morera","Alto (> 8 mts)",200,"Grande",6,"Residencial Norte",0
10288,"Morera","Alto (> 8 mts)",80,"Grande",6,"Residencial Norte",0
9376,"Morera","Bajo (2 - 4 mts)",24,"Mediano",4,"Cuarta Oeste",0
